All pregnancies:,,,,,,,,,,
2010,98.7,1.1,58.9,32.2,96.8,144.6,157.1,136.5,76.5,19.4
2009,102.1,1.2,65.3,36.4,106.3,153.8,162,138,77,19.2
2008,105.5,1.4,69.8,39.5,114.2,163,167.9,141.2,78.5,18.8
2007,107,1.5,71.9,40.6,119.6,167.5,171.8,142.5,79.5,18.3
2006,106.6,1.5,72.1,40.9,120.2,169,172.9,140.8,79.7,18
2005,103.7,1.6,70.2,40.2,116.2,163.4,170.5,137.5,77.7,17.5
2004,104.1,1.6,71.9,41.4,117.6,164.8,174.5,135.1,77.2,17.3
2003,103.7,1.6,73.6,42.9,119.9,166.6,172,136.6,73.7,16.8
2002,102.6,1.7,76.3,44.5,124.4,168.9,170,133,70.4,16.2
2001,103.1,1.8,80.8,47.1,130.8,173.7,169.1,131.9,68.8,15.7
2000,104.5,2,85.8,51.6,135.8,180.7,168.9,131.1,67.5,15.4
1999,102.2,2.1,86.9,53.1,136.6,177.8,166,125.1,64.7,14.6
1998,102.2,2.3,90.1,56.7,140.3,178.9,164.7,122.4,63.3,14.4
1997,101.6,2.4,92.7,59.5,144.3,178.7,162.5,119.5,61.4,13.9
1996,102.8,2.7,97,63.4,149,180.5,163.2,118.4,60.6,13.5
1995,103.5,2.9,101.1,67.4,153.4,179.8,162.8,117,59.1,13.1
1994,106.1,3.2,106.1,71.1,159.6,184.8,166.1,116.7,58.5,12.9
1993,108.8,3.2,109.4,72.7,164.1,190.4,169.8,116.6,57.7,12.4
1992,111.1,3.3,112.3,73.5,169.3,194.3,173.1,116.6,57.4,12
1991,112.7,3.3,116.4,76.1,172.1,196.8,174.9,116.2,56.8,11.3
1990,115.8,3.4,116.8,77.1,167.7,198.5,179,118.8,56.9,11.4
Live births:,,,,,,,,,,
2010,64.1,0.4,34.2,17.3,58.2,90,108.3,96.5,45.9,10.9
2009,66.2,0.5,37.9,19.6,64,96.2,111.5,97.5,46.1,10.8
2008,68.1,0.6,40.2,21.1,68.2,101.8,115,99.4,46.8,10.6
2007,69.3,0.6,41.5,21.7,71.7,105.4,118.1,100.6,47.6,10.2
2006,68.6,0.6,41.1,21.6,71.2,105.5,118,98.9,47.5,10
2005,66.7,0.6,39.7,21.1,68.4,101.8,116.5,96.7,46.4,9.7
2004,66.4,0.6,40.5,21.7,68.7,102.1,119.4,94.7,46.2,9.6
2003,66.1,0.6,41.1,22.2,69.6,102.3,116.7,95.7,43.9,9.3
2002,65,0.7,42.6,23.1,72.2,103.1,114.7,92.6,41.6,8.8
2001,65.1,0.8,45,24.5,75.5,105.6,113.8,91.8,40.5,8.5
2000,65.9,0.9,47.7,26.9,78.1,109.7,113.5,91.2,39.7,8.4
1999,64.4,0.9,48.8,28.2,79.1,107.9,111.2,87.1,37.8,7.8
1998,64.3,1,50.3,29.9,80.9,108.4,110.2,85.2,36.9,7.7
1997,63.6,1.1,51.3,31.4,82.1,107.3,108.3,83,35.7,7.4
1996,64.1,1.2,53.5,33.3,84.7,107.8,108.6,82.1,34.9,7.1
1995,64.6,1.3,56,35.5,87.7,107.5,108.8,81.1,34,6.8
1994,65.9,1.4,58.2,37.2,90.2,109.2,111,80.4,33.4,6.6
1993,67,1.4,59,37.5,91.1,111.3,113.2,79.9,32.7,6.3
1992,68.4,1.4,60.3,37.6,93.6,113.7,115.7,79.6,32.3,6.1
1991,69.3,1.4,61.8,38.6,94,115.3,117.2,79.2,31.9,5.7
1990,70.9,1.4,59.9,37.5,88.6,116.5,120.2,80.8,31.7,5.6
Induced abortions:,,,,,,,,,,
2010,17.7,0.5,14.7,8.4,23.6,34.3,26,17.2,9.6,3.5
2009,18.5,0.5,16.3,9.5,25.9,36,27.1,17.7,9.8,3.5
2008,19.4,0.6,17.8,10.4,28.6,38.4,28.6,18.4,10.2,3.4
2007,19.4,0.6,18.2,10.8,29.6,38.4,28.8,18.2,10.1,3.4
2006,20,0.6,18.9,11.2,30.8,39.8,30.1,18.7,10.4,3.4
2005,19.4,0.7,18.7,11.2,30.3,38.7,29.5,18.2,10,3.3
2004,19.7,0.7,19.5,11.6,31.3,39.8,30,18.3,9.8,3.3
2003,20.2,0.7,20.4,12.4,32.5,41.4,30.7,18.6,9.8,3.4
2002,20.5,0.7,21.1,12.7,33.8,42.7,31.3,18.8,9.8,3.4
2001,20.9,0.8,22.5,13.4,36,44.4,31.5,18.7,9.7,3.3
2000,21.3,0.9,24,14.5,37.7,46.3,31.6,18.7,9.7,3.2
1999,21.4,0.9,24.7,15.2,38.6,46.4,31.7,18.3,9.7,3.2
1998,21.5,1,25.8,16.4,40,47,31.7,17.9,9.5,3.2
1997,21.9,1,27.1,17.2,42.6,48.1,31.9,17.7,9.5,3.1
1996,22.4,1.1,28.6,18.6,44,49.3,32.1,17.7,9.7,3.2
1995,22.5,1.2,29.4,19.5,44.8,49.1,31.5,17.5,9.7,3.2
1994,23.7,1.3,31.6,21,47.8,51.9,32.1,18.1,9.9,3.2
1993,25,1.4,33.9,22.2,51.2,54.9,33.2,18.6,10.2,3.2
1992,25.7,1.4,35.2,22.9,53.3,55.9,33.5,18.9,10.3,3.2
1991,26.2,1.4,37.4,24.2,55.7,56.4,33.4,19,10.4,3
1990,27.4,1.5,40.3,26.5,57.9,56.7,33.9,19.7,10.8,3.2
Fetal losses:,,,,,,,,,,
2010,16.9,0.2,10,6.5,14.9,20.3,22.8,22.7,21,5
2009,17.4,0.2,11.1,7.3,16.4,21.6,23.4,22.9,21.1,4.9
2008,17.9,0.2,11.8,7.9,17.5,22.9,24.2,23.3,21.5,4.8
2007,18.2,0.2,12.2,8.1,18.4,23.7,24.8,23.6,21.8,4.7
2006,18.1,0.2,12.1,8.1,18.3,23.7,24.8,23.2,21.8,4.6
2005,17.6,0.2,11.7,7.9,17.5,22.9,24.5,22.6,21.2,4.4
2004,17.6,0.2,11.9,8.1,17.6,22.9,25.1,22,21.2,4.4
2003,17.4,0.2,12.1,8.3,17.8,23,24.5,22.3,20.1,4.2
2002,17.1,0.3,12.6,8.7,18.5,23.1,24.1,21.6,19.1,4
2001,17.1,0.3,13.3,9.2,19.4,23.7,23.9,21.4,18.6,3.9
2000,17.3,0.3,14.1,10.1,20,24.6,23.9,21.2,18.2,3.8
1999,16.5,0.3,13.5,9.8,18.9,23.5,23,19.8,17.2,3.6
1998,16.4,0.3,14,10.4,19.4,23.6,22.8,19.3,16.8,3.5
1997,16.2,0.4,14.3,10.9,19.6,23.3,22.4,18.8,16.2,3.4
1996,16.3,0.4,15,11.6,20.3,23.4,22.5,18.6,15.9,3.2
1995,16.3,0.5,15.7,12.3,21,23.3,22.6,18.4,15.5,3.1
1994,16.6,0.5,16.3,12.9,21.6,23.7,23,18.2,15.2,3
1993,16.7,0.5,16.5,13,21.8,24.2,23.5,18.1,14.9,2.9
1992,17,0.5,16.8,13,22.4,24.7,24,18.1,14.7,2.8
1991,17.1,0.5,17.2,13.4,22.5,25.1,24.3,18,14.5,2.6
1990,17.4,0.5,16.6,13,21.2,25.3,24.9,18.3,14.4,2.6